BGC ID	BGC type	detection rules used	BGC_range	genes	subclusters	NRPSs/PKSs	signature_genes	RiPPs	predicted structure	monomers
CM001219_c16	saccharide	"plants/saccharide: (minimum(3,[cMT,nMT,oMT,adh_short,Chal_sti_synt_C,Chal_sti_synt_N,COesterase,UDPGT,Glyco_transf_28,Glycos_transf_1,Glycos_transf_2,Lycopene_cycl,NAD_binding_1,p450,SQHop_cyclase_C,SQHop_cyclase_N,Prenyltrans,Terpene_synth_C,Terpene_synth,Transferase,Aminotran_1_2,AMP-binding,DIOX_N,Dirigent,Bet_v_1,Cu_amine_oxid,Str_synth,Trp_syntA,His_biosynth,adh_short_C2,Peptidase_S10,Prenyltransf,Epimerase,2OG-FeII_Oxy,Aminotran_3,Methyltransf_2,Methyltransf_3,Methyltransf_7,PRISE,Cellulose_synt,Chalcone,ERG4_ERG24,FA_desaturase,FA_desaturase_2,Methyltransf_11,polyprenyl_synt,SE,SQS_PSY,TPMT,UbiA,Lipoxygenase,Lyase_aromatic,HMGL-like,Chalcone_3,Chalcone_2,Acetyltransf_1,UDPGT_2,GMC_oxred_N,GMC_oxred_C,Amino_oxidase,DAHP_synth_1,DAHP_synth_2], [Glycos_transf_1/Glycos_transf_2/Glycos_transf_28/UDPGT/UDPGT_2]));"	1253346;1347223	AES68411.1;AES68412.1;AES68413.1;AES68416.1;AES68417.2;AES68419.1;AES68420.1;AES68421.1;AES68422.1;AES68423.2;AES68425.1;KEH32840.1;AES68424.1;AES68426.1;AES68428.1;AES68429.1			AES68413;AES68416;AES68417;AES68424;AES68428	-		N/A
CM001219_c17	saccharide	"plants/saccharide: (minimum(3,[cMT,nMT,oMT,adh_short,Chal_sti_synt_C,Chal_sti_synt_N,COesterase,UDPGT,Glyco_transf_28,Glycos_transf_1,Glycos_transf_2,Lycopene_cycl,NAD_binding_1,p450,SQHop_cyclase_C,SQHop_cyclase_N,Prenyltrans,Terpene_synth_C,Terpene_synth,Transferase,Aminotran_1_2,AMP-binding,DIOX_N,Dirigent,Bet_v_1,Cu_amine_oxid,Str_synth,Trp_syntA,His_biosynth,adh_short_C2,Peptidase_S10,Prenyltransf,Epimerase,2OG-FeII_Oxy,Aminotran_3,Methyltransf_2,Methyltransf_3,Methyltransf_7,PRISE,Cellulose_synt,Chalcone,ERG4_ERG24,FA_desaturase,FA_desaturase_2,Methyltransf_11,polyprenyl_synt,SE,SQS_PSY,TPMT,UbiA,Lipoxygenase,Lyase_aromatic,HMGL-like,Chalcone_3,Chalcone_2,Acetyltransf_1,UDPGT_2,GMC_oxred_N,GMC_oxred_C,Amino_oxidase,DAHP_synth_1,DAHP_synth_2], [Glycos_transf_1/Glycos_transf_2/Glycos_transf_28/UDPGT/UDPGT_2]));"	11518718;11541095	KEH33305.1;KEH33306.1;KEH33307.1;KEH33308.1			KEH33305;KEH33306;KEH33307	-		N/A
CM001219_c18	alkaloid	"plants/alkaloid: (minimum(3,[cMT,nMT,oMT,adh_short,Chal_sti_synt_C,Chal_sti_synt_N,COesterase,UDPGT,Glyco_transf_28,Glycos_transf_1,Glycos_transf_2,Lycopene_cycl,NAD_binding_1,p450,SQHop_cyclase_C,SQHop_cyclase_N,Prenyltrans,Terpene_synth_C,Terpene_synth,Transferase,Aminotran_1_2,AMP-binding,DIOX_N,Dirigent,Bet_v_1,Cu_amine_oxid,Str_synth,Trp_syntA,His_biosynth,adh_short_C2,Peptidase_S10,Prenyltransf,Epimerase,2OG-FeII_Oxy,Aminotran_3,Methyltransf_2,Methyltransf_3,Methyltransf_7,PRISE,Cellulose_synt,Chalcone,ERG4_ERG24,FA_desaturase,FA_desaturase_2,Methyltransf_11,polyprenyl_synt,SE,SQS_PSY,TPMT,UbiA,Lipoxygenase,Lyase_aromatic,HMGL-like,Chalcone_3,Chalcone_2,Acetyltransf_1,UDPGT_2,GMC_oxred_N,GMC_oxred_C,Amino_oxidase,DAHP_synth_1,DAHP_synth_2], [Bet_v_1/Cu_amine_oxid/Str_synth]));plants/plant: (minimum(4,[cMT,nMT,oMT,adh_short,Chal_sti_synt_C,Chal_sti_synt_N,COesterase,UDPGT,Glyco_transf_28,Glycos_transf_1,Glycos_transf_2,Lycopene_cycl,NAD_binding_1,p450,SQHop_cyclase_C,SQHop_cyclase_N,Prenyltrans,Terpene_synth_C,Terpene_synth,Transferase,Aminotran_1_2,AMP-binding,DIOX_N,Dirigent,Bet_v_1,Cu_amine_oxid,Str_synth,Trp_syntA,His_biosynth,adh_short_C2,Peptidase_S10,Prenyltransf,Epimerase,2OG-FeII_Oxy,Aminotran_3,Methyltransf_2,Methyltransf_3,Methyltransf_7,PRISE,Cellulose_synt,Chalcone,ERG4_ERG24,FA_desaturase,FA_desaturase_2,Methyltransf_11,polyprenyl_synt,SE,SQS_PSY,TPMT,UbiA,Lipoxygenase,Lyase_aromatic,HMGL-like,Chalcone_3,Chalcone_2,Acetyltransf_1,UDPGT_2,GMC_oxred_N,GMC_oxred_C,Amino_oxidase,DAHP_synth_1,DAHP_synth_2], []));"	21546218;21670295	KEH33932.1;KEH33933.1;KEH33934.1;KEH33935.1;KEH33936.1;KEH33937.1;KEH33938.1;KEH33939.1;AES70416.2;AES70418.1;AES70419.1;AES70420.1;AES70424.1;AES70425.2;AES70426.1;KEH33940.1;AES70429.1;AES70428.1;AES70430.2			KEH33933;KEH33939;AES70420;AES70426;AES70428;AES70430	-		N/A
CM001219_c19	terpene	"plants/plant: (minimum(4,[cMT,nMT,oMT,adh_short,Chal_sti_synt_C,Chal_sti_synt_N,COesterase,UDPGT,Glyco_transf_28,Glycos_transf_1,Glycos_transf_2,Lycopene_cycl,NAD_binding_1,p450,SQHop_cyclase_C,SQHop_cyclase_N,Prenyltrans,Terpene_synth_C,Terpene_synth,Transferase,Aminotran_1_2,AMP-binding,DIOX_N,Dirigent,Bet_v_1,Cu_amine_oxid,Str_synth,Trp_syntA,His_biosynth,adh_short_C2,Peptidase_S10,Prenyltransf,Epimerase,2OG-FeII_Oxy,Aminotran_3,Methyltransf_2,Methyltransf_3,Methyltransf_7,PRISE,Cellulose_synt,Chalcone,ERG4_ERG24,FA_desaturase,FA_desaturase_2,Methyltransf_11,polyprenyl_synt,SE,SQS_PSY,TPMT,UbiA,Lipoxygenase,Lyase_aromatic,HMGL-like,Chalcone_3,Chalcone_2,Acetyltransf_1,UDPGT_2,GMC_oxred_N,GMC_oxred_C,Amino_oxidase,DAHP_synth_1,DAHP_synth_2], []));plants/terpene: (minimum(3,[cMT,nMT,oMT,adh_short,Chal_sti_synt_C,Chal_sti_synt_N,COesterase,UDPGT,Glyco_transf_28,Glycos_transf_1,Glycos_transf_2,Lycopene_cycl,NAD_binding_1,p450,SQHop_cyclase_C,SQHop_cyclase_N,Prenyltrans,Terpene_synth_C,Terpene_synth,Transferase,Aminotran_1_2,AMP-binding,DIOX_N,Dirigent,Bet_v_1,Cu_amine_oxid,Str_synth,Trp_syntA,His_biosynth,adh_short_C2,Peptidase_S10,Prenyltransf,Epimerase,2OG-FeII_Oxy,Aminotran_3,Methyltransf_2,Methyltransf_3,Methyltransf_7,PRISE,Cellulose_synt,Chalcone,ERG4_ERG24,FA_desaturase,FA_desaturase_2,Methyltransf_11,polyprenyl_synt,SE,SQS_PSY,TPMT,UbiA,Lipoxygenase,Lyase_aromatic,HMGL-like,Chalcone_3,Chalcone_2,Acetyltransf_1,UDPGT_2,GMC_oxred_N,GMC_oxred_C,Amino_oxidase,DAHP_synth_1,DAHP_synth_2], [Terpene_synth/Terpene_synth_C/Prenyltrans/SQHop_cyclase_C/SQHop_cyclase_N/PRISE]));"	22818158;23054104	AES70550.1;AES70547.2;AES70556.2;AES70555.1;KEH34005.1;AES70548.1;KEH34006.1;KEH34007.1;AES70567.2;KEH34008.1;AES70570.1;AES70571.1;AES70572.1;AES70573.1;AES70574.1;AES70575.1;AES70576.1;AES70578.1;AES70579.1;AES70580.1;AES70581.1;AES70582.2;AES70585.2;AES70588.1;AES70590.1;AES70591.1;AES70593.1;KEH34012.1;AES70594.2;KEH34009.1;KEH34011.1;KEH34010.1;KEH34013.1;KEH34014.1;KEH34015.1;KEH34016.1;KEH34017.1;KEH34018.1;KEH34019.1;KEH34020.1			AES70556;AES70567;AES70570;AES70571;AES70572;AES70573;AES70574;AES70578;AES70579;AES70581;AES70585;AES70590;KEH34009;KEH34013;KEH34014;KEH34015;KEH34016;KEH34017	-		N/A
CM001219_c20	cyclopeptide	"plants/cyclopeptide: (BURP);"	35062747;35295330	KEH35041.1;AES71521.1;KEH35042.1;AES71524.1;AES71526.2;AES71527.2;AES71528.1;KEH35043.1;AES71529.1;AES71530.1;AES71531.1;AES71532.2;AES71533.1;AES71534.1;AES71535.2;AES71536.2;AES71537.1;AES71538.1;AES71539.1;AES71540.1;AES71542.2;KEH35044.1;KEH35045.1;KEH35046.1;KEH35049.1;KEH35047.1;KEH35048.1;KEH35050.1;KEH35051.1;KEH35052.1;KEH35053.1;KEH35054.1;KEH35055.1;KEH35056.1;KEH35057.1;KEH35059.1;KEH35058.1;KEH35060.1;KEH35062.1;KEH35061.1;KEH35063.1;KEH35065.1;KEH35064.1;KEH35066.1;KEH35067.1			AES71540	-		N/A
CM001219_c21	saccharide	"plants/plant: (minimum(4,[cMT,nMT,oMT,adh_short,Chal_sti_synt_C,Chal_sti_synt_N,COesterase,UDPGT,Glyco_transf_28,Glycos_transf_1,Glycos_transf_2,Lycopene_cycl,NAD_binding_1,p450,SQHop_cyclase_C,SQHop_cyclase_N,Prenyltrans,Terpene_synth_C,Terpene_synth,Transferase,Aminotran_1_2,AMP-binding,DIOX_N,Dirigent,Bet_v_1,Cu_amine_oxid,Str_synth,Trp_syntA,His_biosynth,adh_short_C2,Peptidase_S10,Prenyltransf,Epimerase,2OG-FeII_Oxy,Aminotran_3,Methyltransf_2,Methyltransf_3,Methyltransf_7,PRISE,Cellulose_synt,Chalcone,ERG4_ERG24,FA_desaturase,FA_desaturase_2,Methyltransf_11,polyprenyl_synt,SE,SQS_PSY,TPMT,UbiA,Lipoxygenase,Lyase_aromatic,HMGL-like,Chalcone_3,Chalcone_2,Acetyltransf_1,UDPGT_2,GMC_oxred_N,GMC_oxred_C,Amino_oxidase,DAHP_synth_1,DAHP_synth_2], []));plants/saccharide: (minimum(3,[cMT,nMT,oMT,adh_short,Chal_sti_synt_C,Chal_sti_synt_N,COesterase,UDPGT,Glyco_transf_28,Glycos_transf_1,Glycos_transf_2,Lycopene_cycl,NAD_binding_1,p450,SQHop_cyclase_C,SQHop_cyclase_N,Prenyltrans,Terpene_synth_C,Terpene_synth,Transferase,Aminotran_1_2,AMP-binding,DIOX_N,Dirigent,Bet_v_1,Cu_amine_oxid,Str_synth,Trp_syntA,His_biosynth,adh_short_C2,Peptidase_S10,Prenyltransf,Epimerase,2OG-FeII_Oxy,Aminotran_3,Methyltransf_2,Methyltransf_3,Methyltransf_7,PRISE,Cellulose_synt,Chalcone,ERG4_ERG24,FA_desaturase,FA_desaturase_2,Methyltransf_11,polyprenyl_synt,SE,SQS_PSY,TPMT,UbiA,Lipoxygenase,Lyase_aromatic,HMGL-like,Chalcone_3,Chalcone_2,Acetyltransf_1,UDPGT_2,GMC_oxred_N,GMC_oxred_C,Amino_oxidase,DAHP_synth_1,DAHP_synth_2], [Glycos_transf_1/Glycos_transf_2/Glycos_transf_28/UDPGT/UDPGT_2]));"	35627090;35955396	AES71554.1;AES71555.1;AES71556.1;AES71557.1;AES71559.1;AES71563.2;AES71564.1;AES71565.1;AES71566.2;AES71570.1;AES71571.1;AES71573.2;KEH35114.1;AES71576.2;KEH35115.1;KEH35116.1;KEH35117.1;KEH35118.1;KEH35119.1;KEH35120.1;KEH35121.1;KEH35122.1;KEH35123.1;AES71578.1;AES71579.1;AES71580.1;AES71581.1;AES71582.1;KEH35124.1;AES71584.2;AES71585.1;AES71586.1;AES71587.1;AES71588.2;AES71589.1;AES71590.2;AES71591.2;AES71592.1;AES71593.2;AES71594.1;AES71595.1			AES71557;AES71564;AES71573;AES71576;KEH35115;KEH35116;KEH35117;KEH35119;KEH35120;KEH35122;KEH35123;AES71579;AES71580;AES71585;AES71586;AES71587;AES71588;AES71590;AES71591	-		N/A
CM001219_c22	saccharide	"plants/saccharide: (minimum(3,[cMT,nMT,oMT,adh_short,Chal_sti_synt_C,Chal_sti_synt_N,COesterase,UDPGT,Glyco_transf_28,Glycos_transf_1,Glycos_transf_2,Lycopene_cycl,NAD_binding_1,p450,SQHop_cyclase_C,SQHop_cyclase_N,Prenyltrans,Terpene_synth_C,Terpene_synth,Transferase,Aminotran_1_2,AMP-binding,DIOX_N,Dirigent,Bet_v_1,Cu_amine_oxid,Str_synth,Trp_syntA,His_biosynth,adh_short_C2,Peptidase_S10,Prenyltransf,Epimerase,2OG-FeII_Oxy,Aminotran_3,Methyltransf_2,Methyltransf_3,Methyltransf_7,PRISE,Cellulose_synt,Chalcone,ERG4_ERG24,FA_desaturase,FA_desaturase_2,Methyltransf_11,polyprenyl_synt,SE,SQS_PSY,TPMT,UbiA,Lipoxygenase,Lyase_aromatic,HMGL-like,Chalcone_3,Chalcone_2,Acetyltransf_1,UDPGT_2,GMC_oxred_N,GMC_oxred_C,Amino_oxidase,DAHP_synth_1,DAHP_synth_2], [Glycos_transf_1/Glycos_transf_2/Glycos_transf_28/UDPGT/UDPGT_2]));"	47764172;47841321	KEH35851.1;KEH35852.1;KEH35853.1;KEH35854.1;KEH35855.1;KEH35856.1;KEH35857.1;KEH35858.1;KEH35859.1;KEH35860.1;KEH35861.1			KEH35854;KEH35856;KEH35860	-		N/A
CM001219_c23	cyclopeptide	"plants/cyclopeptide: (BURP);"	49602110;49907371	AES73673.1;AES73674.1;AES73677.1;AES73678.1;AES73679.2;KEH35922.1;AES73680.1;AES73681.1;AES73683.1;AES73684.2;AES73685.1;AES73686.1;KEH35923.1;AES73687.2;KEH35924.1;KEH35925.1;KEH35926.1;KEH35927.1;AES73689.1;AES73690.2;KEH35928.1;AES73691.1;KEH35929.1;AES73692.1;KEH35930.1;AES73696.1;AES73698.2;AES73699.1;AES73701.1;AES73702.2;AES73705.2;AES73706.1;AES73708.2;AES73707.2;KEH35931.1;AES73709.1;AES73710.2;KEH35932.1;AES73711.2;AES73712.2;KEH35933.1;KEH35934.1;KEH35935.1;KEH35936.1;KEH35937.1;KEH35938.1;KEH35939.1;KEH35940.1;AES73713.2;KEH35941.1;AES73714.1;AES73715.1;AES73716.1;AES73717.1;AES73718.1;KEH35942.1			AES73702	-		N/A
CM001219_c24	cyclopeptide	"plants/cyclopeptide: (BURP);"	50465322;50817899	AES73817.1;AES73818.1;AES73819.1;AES73820.1;AES73821.1;AES73822.1;AES73823.2;AES73825.1;AES73826.1;AES73827.1;AES73828.1;AES73829.1;AES73831.1;AES73832.1;AES73833.1;KEH35963.1;KEH35964.1;AES73834.1;AES73835.1;AES73836.1;AES73837.1;KEH35965.1;AES73838.2;KEH35968.1;KEH35966.1;KEH35967.1;AES73839.1;AES73840.1;KEH35969.1;AES73841.1;AES73842.1;AES73843.1;AES73844.1;AES73845.2;AES73846.1;AES73847.1;KEH35971.1;AES73848.1;KEH35970.1;AES73849.1;AES73850.1;AES73853.1;AES73855.1;KEH35972.1;KEH35973.1;KEH35974.1;KEH35975.1;KEH35976.1;KEH35979.1;KEH35978.1;KEH35977.1;KEH35980.1;KEH35981.1;KEH35982.1;KEH35984.1;KEH35985.1;KEH35983.1;KEH35986.1;KEH35987.1;KEH35988.1;KEH35989.1;KEH35990.1;KEH35991.1;KEH35992.1			AES73850	-		N/A
CM001219_c25	cyclopeptide	"plants/cyclopeptide: (BURP);"	54120841;54710056	KEH36334.1;KEH36335.1;KEH36338.1;KEH36339.1;KEH36336.1;KEH36340.1;KEH36337.1;KEH36341.1;KEH36342.1;KEH36343.1;AES74097.1;KEH36345.1;KEH36344.1;AES74098.1;AES74099.1;KEH36347.1;KEH36346.1;KEH36348.1;KEH36349.1;AES74100.1;AES74101.2;AES74102.1;AES74103.2;AES74104.1;KEH36352.1;AES74105.1;KEH36351.1;KEH36350.1;AES74106.1;KEH36353.1;AES74107.1;AES74108.1;AES74109.2;KEH36354.1;AES74111.1;AES74112.1;AES74114.1;AES74115.1;AES74116.1;AES74117.1;AES74119.1;AES74121.2;AES74122.1;AES74123.1;AES74125.1;AES74127.1;AES74128.2;KEH36355.1;AES74130.2;KEH36356.1;AES74133.1;AES74134.2;KEH36357.1;AES74135.1;AES74137.1;AES74138.2;AES74139.1;AES74140.1;KEH36358.1;AES74143.1;AES74144.2;AES74150.1;KEH36359.1;AES74153.1;AES74155.2;AES74156.1;AES74157.1;AES74158.1;AES74159.1;AES74160.1;KEH36360.1;AES74162.1;AES74164.2;AES74163.1;AES74165.1;AES74166.1;AES74169.1;AES74171.1;KEH36361.1;KEH36362.1;AES74174.1;AES74175.2;AES74176.1;AES74177.1;AES74178.1;KEH36363.1;AES74180.1;AES74181.1;AES74184.2;AES74185.1;KEH36364.1;AES74186.2;AES74187.2;AES74189.1;AES74191.1;AES74192.1;AES74193.1;AES74194.2;AES74195.1;AES74196.1;AES74197.1;AES74198.1;AES74199.1;AES74200.1;AES74201.1;AES74202.2			AES74140;AES74144;AES74150;AES74153	-		N/A
